PLAYER NAME,ROUNDS---sg: approach the green---APPROACH THE GREEN,AVERAGE---sg: approach the green---APPROACH THE GREEN,TOTAL SG:APP---sg: approach the green---APPROACH THE GREEN,MEASURED ROUNDS---sg: approach the green---APPROACH THE GREEN,%---greens in regulation percentage---APPROACH THE GREEN,GREENS HIT---greens in regulation percentage---APPROACH THE GREEN,# HOLES---greens in regulation percentage---APPROACH THE GREEN,RELATIVE/PAR---greens in regulation percentage---APPROACH THE GREEN,AVG---average distance of birdie putts made---PUTTING,TOT DIST. (FT)---average distance of birdie putts made---PUTTING,TOT BIRDIE PUTTS MADE---average distance of birdie putts made---PUTTING,LONGEST MADE (FT)---average distance of birdie putts made---PUTTING,SHORTEST MADE (FT)---average distance of birdie putts made---PUTTING,AVG---average putting distance - all 1 putts---PUTTING,DISTANCE (FEET)---average putting distance - all 1 putts---PUTTING,TOTAL PUTTS---average putting distance - all 1 putts---PUTTING,AVG---putts per round - round 3---PUTTING,TOTAL PUTTS---putts per round - round 3---PUTTING,TOTAL ROUNDS---putts per round - round 3---PUTTING,AVG---overall putting average---PUTTING,# OF PUTTS---overall putting average---PUTTING,# OF HOLES---overall putting average---PUTTING,AVG---putts per round - round 2---PUTTING,TOTAL PUTTS---putts per round - round 2---PUTTING,TOTAL ROUNDS---putts per round - round 2---PUTTING,AVG---putts per round - round 1---PUTTING,TOTAL PUTTS---putts per round - round 1---PUTTING,TOTAL ROUNDS---putts per round - round 1---PUTTING,AVG---putts per round---PUTTING,TOTAL PUTTS---putts per round---PUTTING,TOTAL ROUNDS---putts per round---PUTTING,LOW TOTAL PUTTS---putts per round---PUTTING,AVG---putts per round - round 4---PUTTING,TOTAL PUTTS---putts per round - round 4---PUTTING,TOTAL ROUNDS---putts per round - round 4---PUTTING,AVG---3-putts per round---PUTTING,TOTAL 3 PUTTS---3-putts per round---PUTTING,TOTAL ROUNDS---3-putts per round---PUTTING,%---3-putt avoidance---PUTTING,TOTAL 3 PUTTS---3-putt avoidance---PUTTING,TOTAL HOLES (OVERALL)---3-putt avoidance---PUTTING,TOTAL---total 1 putts - inside 5'---PUTTING,TOTAL (FOR ALL DISTANCES)---total 1 putts - inside 5'---PUTTING,PCT OF ALL 1-PUTTS---total 1 putts - inside 5'---PUTTING,AVERAGE---sg: putting---PUTTING,TOTAL SG:PUTTING---sg: putting---PUTTING,MEASURED ROUNDS---sg: putting---PUTTING,AVG---1-putts per round---PUTTING,TOTAL 1 PUTTS---1-putts per round---PUTTING,TOTAL ROUNDS---1-putts per round---PUTTING,%---one-putt percentage---PUTTING,# OF 1 PUTTS---one-putt percentage---PUTTING,# OF HOLES---one-putt percentage---PUTTING,AVG DTP---proximity to hole (arg)---AROUND THE GREEN,TOTAL DISTANCE (FEET)---proximity to hole (arg)---AROUND THE GREEN,# OF SHOTS---proximity to hole (arg)---AROUND THE GREEN,SCRAMBLING RANK---proximity to hole (arg)---AROUND THE GREEN,%---scrambling---AROUND THE GREEN,PAR OR BETTER---scrambling---AROUND THE GREEN,MISSED GIR---scrambling---AROUND THE GREEN,AVERAGE---sg: around-the-green---AROUND THE GREEN,TOTAL SG:ARG---sg: around-the-green---AROUND THE GREEN,MEASURED ROUNDS---sg: around-the-green---AROUND THE GREEN,%---sand save percentage---AROUND THE GREEN,# SAVES---sand save percentage---AROUND THE GREEN,# BUNKERS---sand save percentage---AROUND THE GREEN,TOTAL O/U PAR---sand save percentage---AROUND THE GREEN,AVG---round 4 scoring average---SCORING,TOTAL STROKES---round 4 scoring average---SCORING,TOTAL ROUNDS---round 4 scoring average---SCORING,AVG---round 3 scoring average---SCORING,TOTAL STROKES---round 3 scoring average---SCORING,TOTAL ROUNDS---round 3 scoring average---SCORING,AVG---round 2 scoring average---SCORING,TOTAL STROKES---round 2 scoring average---SCORING,TOTAL ROUNDS---round 2 scoring average---SCORING,AVG---round 1 scoring average---SCORING,TOTAL STROKES---round 1 scoring average---SCORING,TOTAL ROUNDS---round 1 scoring average---SCORING,AVG---final round scoring average---SCORING,TOTAL STROKES---final round scoring average---SCORING,TOTAL ROUNDS---final round scoring average---SCORING,%---birdie or better percentage---SCORING,TOTAL BIRDIES---birdie or better percentage---SCORING,TOTAL HOLES---birdie or better percentage---SCORING,GIR RANK---birdie or better percentage---SCORING,TOTAL---total birdies---SCORING,TOTAL---total eagles---SCORING,AVG---scoring average (actual)---SCORING,TOTAL STROKES---scoring average (actual)---SCORING,TOTAL ROUNDS---scoring average (actual)---SCORING,AVERAGE---sg: total---SCORING,TOTAL SG:T---sg: total---SCORING,TOTAL SG:T2G---sg: total---SCORING,TOTAL SG:P---sg: total---SCORING,MEASURED ROUNDS---sg: total---SCORING,AVG---scoring average---SCORING,TOTAL STROKES---scoring average---SCORING,TOTAL ADJUSTMENT---scoring average---SCORING,TOTAL ROUNDS---scoring average---SCORING,VALUE---ball striking---OFF THE TEE,TOTAL DRV RANK---ball striking---OFF THE TEE,GIR RANK---ball striking---OFF THE TEE,EVENTS---total driving---OFF THE TEE,TOTAL---total driving---OFF THE TEE,DISTANCE RANK---total driving---OFF THE TEE,ACCURACY RANK---total driving---OFF THE TEE,%---hit fairway percentage---OFF THE TEE,FAIRWAYS HIT---hit fairway percentage---OFF THE TEE,POSSIBLE FAIRWAYS---hit fairway percentage---OFF THE TEE,RELATIVE TO PAR---hit fairway percentage---OFF THE TEE,EVENTS---right tendency---OFF THE TEE,%---right tendency---OFF THE TEE,NUMBER OF TIMES---right tendency---OFF THE TEE,ATTEMPTS---right tendency---OFF THE TEE,AVG RTP SCORE---right tendency---OFF THE TEE,EVENTS---distance from center of fairway---OFF THE TEE,AVG---distance from center of fairway---OFF THE TEE,TOTAL DISTANCE (FEET)---distance from center of fairway---OFF THE TEE,TOTAL STROKES---distance from center of fairway---OFF THE TEE,EVENTS---distance from edge of fairway---OFF THE TEE,AVG---distance from edge of fairway---OFF THE TEE,TOTAL DISTANCE (FEET)---distance from edge of fairway---OFF THE TEE,TOTAL STROKES---distance from edge of fairway---OFF THE TEE,%---rough tendency---OFF THE TEE,TOTAL ROUGH---rough tendency---OFF THE TEE,POSSIBLE FWYS---rough tendency---OFF THE TEE,RELATIVE TO PAR---rough tendency---OFF THE TEE,AVG (%)---percentage of yardage covered by tee shots - par 5's---OFF THE TEE,TOTAL SHOT DISTANCE---percentage of yardage covered by tee shots - par 5's---OFF THE TEE,TOTAL DISTANCE---percentage of yardage covered by tee shots - par 5's---OFF THE TEE,AVG (%)---percentage of yardage covered by tee shots - par 4's---OFF THE TEE,TOTAL SHOT DISTANCE---percentage of yardage covered by tee shots - par 4's---OFF THE TEE,TOTAL DISTANCE---percentage of yardage covered by tee shots - par 4's---OFF THE TEE,AVG (%)---percentage of yardage covered by tee shots---OFF THE TEE,TOTAL SHOT DISTANCE---percentage of yardage covered by tee shots---OFF THE TEE,TOTAL DISTANCE---percentage of yardage covered by tee shots---OFF THE TEE,EVENTS---left tendency---OFF THE TEE,%---left tendency---OFF THE TEE,NUMBER OF TIMES---left tendency---OFF THE TEE,ATTEMPTS---left tendency---OFF THE TEE,AVG RTP SCORE---left tendency---OFF THE TEE,%---driving accuracy percentage---OFF THE TEE,FAIRWAYS HIT---driving accuracy percentage---OFF THE TEE,POSSIBLE FAIRWAYS---driving accuracy percentage---OFF THE TEE,AVG.---driving distance---OFF THE TEE,TOTAL DISTANCE---driving distance---OFF THE TEE,TOTAL DRIVES---driving distance---OFF THE TEE,AVERAGE---sg: off-the-tee---OFF THE TEE,TOTAL SG:OTT---sg: off-the-tee---OFF THE TEE,MEASURED ROUNDS---sg: off-the-tee---OFF THE TEE,AVERAGE---sg: tee-to-green---OFF THE TEE,SG:OTT---sg: tee-to-green---OFF THE TEE,SG:APR---sg: tee-to-green---OFF THE TEE,SG:ARG---sg: tee-to-green---OFF THE TEE,MEASURED ROUNDS---sg: tee-to-green---OFF THE TEE,%---going for the green - birdie or better---APPROACH THE GREEN,# OF BIRDIE OR BETTER---going for the green - birdie or better---APPROACH THE GREEN,ATTEMPTS---going for the green - birdie or better---APPROACH THE GREEN,RTP-SUCCESSES---going for the green - birdie or better---APPROACH THE GREEN,RTP-NOT GOING FOR THE GRN---going for the green - birdie or better---APPROACH THE GREEN,%---going for the green - hit green pct.---APPROACH THE GREEN,SUCCESSES---going for the green - hit green pct.---APPROACH THE GREEN,ATTEMPTS---going for the green - hit green pct.---APPROACH THE GREEN,RTP-SUCCESSES---going for the green - hit green pct.---APPROACH THE GREEN,RTP-NOT GOING FOR THE GRN---going for the green - hit green pct.---APPROACH THE GREEN,%---birdie or better percentage - right rough---APPROACH THE GREEN,TOTAL BIRDIES---birdie or better percentage - right rough---APPROACH THE GREEN,TOTAL HOLES---birdie or better percentage - right rough---APPROACH THE GREEN,%---birdie or better percentage - left rough---APPROACH THE GREEN,TOTAL BIRDIES---birdie or better percentage - left rough---APPROACH THE GREEN,TOTAL HOLES---birdie or better percentage - left rough---APPROACH THE GREEN,AVG---rough proximity---APPROACH THE GREEN,TOTAL DISTANCE (INCHES)---rough proximity---APPROACH THE GREEN,ATTEMPTS---rough proximity---APPROACH THE GREEN,TOTAL DISTANCE (FEET)---rough proximity---APPROACH THE GREEN,RELATIVE TO PAR---rough proximity---APPROACH THE GREEN,%---birdie or better percentage - fairway---APPROACH THE GREEN,TOTAL BIRDIES---birdie or better percentage - fairway---APPROACH THE GREEN,TOTAL HOLES---birdie or better percentage - fairway---APPROACH THE GREEN,AVG---proximity to hole---APPROACH THE GREEN,TOTAL DISTANCE (FEET)---proximity to hole---APPROACH THE GREEN,# OF ATTEMPTS---proximity to hole---APPROACH THE GREEN,GIR RANK---proximity to hole---APPROACH THE GREEN,%---gir percentage from other than fairway---APPROACH THE GREEN,GREENS HIT---gir percentage from other than fairway---APPROACH THE GREEN,# OF HOLES---gir percentage from other than fairway---APPROACH THE GREEN,%---gir percentage from fairway---APPROACH THE GREEN,GREENS HIT---gir percentage from fairway---APPROACH THE GREEN,# OF HOLES---gir percentage from fairway---APPROACH THE GREEN
Seamus Power,58,0.393,16.521,42,68.2,712,1044,-0.29,"7' 10""",1339.333,171,38,"3""","6' 3""",1905.417,305,28.25,339,12,1.592,1662,1044,28.47,484,17,28.59,486,17,28.66,1662,58,23,29.42,353,12,0.6,35,58,3.35,35,1044,171,305,56.1,0.168,7.048,42,7.33,425,58,40.71,425,1044,"6' 4""",1625.25,257,2,65.96,219,332,0.44,18.463,42,50.0,37,74,11.0,69.25,831,12,69.83,838,12,70.06,1191,17,69.59,1183,17,69.25,831,12,22.61,236,1044,40,232,4,69.71,4043,58,1.013,42.537,35.491,7.048,42,70.495,4043,45.695,58,124,84,40,17,188,113,75,63.29,369,583,-0.26,17,62.0,127,205,+0.16,17,"25' 10""",9259.583,359,17,"25' 1""",5087.25,203,24.19,141,583,-0.85,53.09,391917,73818,66.64,1305873,195952,62.93,1697790,269770,17,38.0,78,205,+1.67,62.56,508,812,295.1,34232,116,0.012,0.501,42,0.845,0.012,0.393,0.44,42,64.71,66,102,-70,-8.00,17.65,18,102,-15,-8.00,19.54,17,87,23.4,11,47,"41' 10""",67203,134,5600.25,-4.00,25.09,139,554,"35' 8""",26875.667,753,1 Under,54.28,165,304,79.13,402,508
Webb Simpson,77,0.393,23.977,61,69.37,924,1332,-0.32,"9' 8""",2494.417,257,53,"2""","7' 8""",3515.083,460,27.88,474,17,1.582,2107,1332,28.65,573,20,29.2,584,20,28.47,2107,74,24,28.0,476,17,0.49,36,74,2.7,36,1332,229,460,49.8,0.435,26.556,61,7.55,559,74,41.97,559,1332,"7' 1""",2511.5,354,5,64.95,265,408,0.353,21.533,61,61.68,66,107,9.0,68.71,1168,17,68.59,1166,17,69.65,1393,20,69.65,1393,20,68.71,1168,17,24.85,331,1332,21,321,10,69.19,5120,74,1.253,76.433,49.878,26.556,61,69.901,5120,52.700,74,64,43,21,21,160,134,26,66.27,564,851,-0.25,21,39.1,88,225,+1.48,21,"27' 6""",14299.417,520,21,"26' 4""",5768.5,219,24.68,210,851,+0.24,52.66,570371,108314,65.69,1897308,288815,62.14,2467679,397129,21,60.9,137,225,-0.58,67.08,695,1036,292.5,43284,148,0.071,4.337,61,0.818,0.071,0.393,0.353,61,56.44,92,163,-99,-17.00,23.31,38,163,-44,-17.00,10.71,9,84,15.32,17,111,"43' 5""",101556,195,8463.0,+16.00,28.08,228,812,"35' 9""",38732.917,1084,1 Under,53.67,183,341,78.42,545,695
Max Homa,93,0.372,24.93,67,63.89,989,1548,-0.32,"10' 1""",2463.417,245,63,"6""","7' 5""",3679.417,497,28.18,479,17,1.578,2442,1548,28.35,737,26,28.85,750,26,28.4,2442,86,23,28.0,476,17,0.48,41,86,2.71,42,1548,249,497,50.1,-0.043,-2.896,67,7.59,653,86,42.18,653,1548,"7' 1""",3073.75,432,82,59.93,335,559,-0.124,-8.281,67,52.38,66,126,41.0,70.18,1193,17,69.88,1188,17,70.58,1835,26,71.38,1856,26,70.18,1193,17,22.55,349,1548,158,338,11,70.6,6072,86,0.327,21.936,24.834,-2.896,67,70.745,6072,12.111,86,240,82,158,28,186,56,130,58.14,539,927,-0.24,28,48.9,170,348,+1.00,28,"26' 0""",12977.917,499,28,"25' 3""",8713.75,345,28.05,260,927,+0.92,52.74,690478,130925,66.35,2029312,305853,62.27,2719790,436778,28,51.1,178,348,+2.64,58.44,699,1196,300.8,51742,172,0.122,8.171,67,0.371,0.122,0.372,-0.124,67,62.18,97,156,-105,-12.00,24.36,38,156,-44,-12.00,17.09,20,117,11.21,13,116,"43' 11""",122798,233,10233.167,+40.00,25.76,221,858,"35' 11""",42621.083,1187,1 Under,51.51,256,497,75.11,525,699
Jordan Spieth,92,0.365,27.013,74,64.58,1023,1584,-0.35,"9' 3""",2737.417,297,48,"1""","7' 4""",4289.833,586,27.55,551,20,1.558,2468,1584,28.63,687,24,27.71,665,24,28.05,2468,88,21,28.25,565,20,0.47,41,88,2.65,42,1584,301,586,51.4,0.389,28.787,74,7.78,685,88,43.24,685,1584,"7' 7""",3747.167,492,42,61.32,344,561,0.407,30.089,74,55.93,66,118,24.0,71.0,1420,20,68.95,1379,20,69.67,1672,24,70.17,1684,24,71.0,1420,20,24.81,393,1584,139,378,15,69.94,6155,88,1.069,79.138,50.353,28.787,74,70.118,6155,15.426,88,306,167,139,25,246,66,180,52.41,533,1017,-0.3,25,52.2,215,412,+0.93,25,"22' 5""",11033.167,492,25,"29' 4""",11904.333,406,32.74,333,1017,+0.45,53.16,764468,143815,66.67,2274504,341174,62.66,3038972,484989,25,47.8,197,412,+0.46,53.92,661,1226,299.5,52717,176,-0.091,-6.763,74,0.68,-0.091,0.365,0.407,74,56.38,106,188,-115,-15.00,23.4,44,188,-44,-15.00,17.61,28,159,15.75,23,146,"44' 9""",163818,305,13651.5,+16.00,28.21,248,879,"38' 10""",51140.417,1316,1 Under,50.97,288,565,79.88,528,661
Cameron Tringale,94,0.363,29.771,82,67.63,1120,1656,-0.31,"9' 4""",3049.917,326,58,"2""","7' 1""",4367.333,620,28.25,565,20,1.578,2613,1656,29.27,761,26,27.19,707,26,28.4,2613,92,22,29.0,580,20,0.37,34,92,2.05,34,1656,324,620,52.3,0.48,39.393,82,7.58,697,92,42.09,697,1656,"6' 11""",3527.75,508,8,64.37,345,536,0.242,19.836,82,57.55,80,139,29.0,69.9,1398,20,69.65,1393,20,70.38,1830,26,69.23,1800,26,69.9,1398,20,23.13,383,1656,58,378,5,69.79,6421,92,1.079,88.465,49.075,39.393,82,70.11,6421,29.111,92,133,75,58,27,183,89,94,61.25,694,1133,-0.25,27,50.3,217,431,+0.41,27,"24' 9""",16654.417,674,27,"25' 3""",10714.917,424,28.16,319,1133,+0.16,52.63,825131,156771,66.35,2462190,371070,62.28,3287321,527841,27,49.7,214,431,+1.17,61.17,783,1280,297.5,54735,184,-0.006,-0.533,82,0.598,-0.006,0.363,0.242,82,64.25,115,179,-119,-27.00,20.67,37,179,-39,-27.00,12.5,17,136,18.71,29,155,"45' 5""",158537,291,13211.417,+10.00,25.12,267,1063,"36' 2""",52771.0,1459,1 Under,50.7,252,497,78.93,618,783
Luke Donald,58,0.362,16.291,45,67.06,676,1008,-0.22,"9' 9""",1375.75,141,36,"4""","6' 11""",2098.417,303,29.33,176,6,1.638,1651,1008,29.55,650,22,29.68,653,22,29.48,1651,56,25,28.67,172,6,0.48,27,56,2.68,27,1008,149,303,49.2,-0.176,-7.914,45,6.57,368,56,36.51,368,1008,"7' 9""",2091.5,271,125,58.13,193,332,-0.016,-0.725,45,46.48,33,71,31.0,70.83,425,6,69.83,419,6,70.95,1561,22,71.91,1582,22,70.83,425,6,17.76,179,1008,68,177,2,71.2,3987,56,-0.635,-28.577,-20.663,-7.914,45,71.656,3987,25.757,56,263,195,68,23,326,183,143,58.9,364,618,-0.14,23,47.0,118,251,+2.20,23,"26' 5""",9423.583,357,23,"32' 6""",8018.333,247,26.54,164,618,+1.40,50.36,416298,82659,64.98,1331730,204933,60.78,1748028,287592,23,53.0,133,251,+1.28,57.58,448,778,286.1,32048,112,-0.805,-36.231,45,-0.459,-0.805,0.362,-0.016,45,41.67,30,72,-32,-18.00,13.89,10,72,-10,-18.00,9.21,7,76,11.84,9,76,"45' 3""",82481,152,6873.417,+24.00,21.42,124,579,"36' 0""",28755.833,799,Under,53.03,175,330,77.46,347,448
Aaron Wise,82,0.357,24.977,70,70.35,1013,1440,-0.27,"9' 5""",2591.0,276,62,"1""","7' 7""",3632.25,480,29.53,502,17,1.647,2372,1440,29.74,684,23,29.78,685,23,29.65,2372,80,24,29.47,501,17,0.79,63,80,4.65,67,1440,226,480,47.1,-0.432,-30.274,70,6.83,546,80,37.92,546,1440,"7' 11""",3387.167,430,107,58.78,251,427,0.239,16.748,70,49.06,52,106,31.0,70.0,1190,17,70.53,1199,17,69.74,1604,23,70.43,1620,23,70.0,1190,17,23.47,338,1440,9,329,9,70.16,5613,80,0.412,28.856,59.133,-30.274,70,70.671,5613,40.648,80,59,50,9,24,167,59,108,60.52,587,970,-0.23,24,50.8,188,370,+1.38,24,"24' 7""",13643.75,555,24,"27' 10""",10120.75,364,26.6,258,970,+0.58,53.61,694603,129575,67.7,2176778,321532,63.65,2871381,451107,24,49.2,182,370,+1.81,60.04,670,1116,300.6,48102,160,0.249,17.406,70,0.845,0.249,0.357,0.239,70,60.99,111,182,-117,-5.00,23.08,42,182,-41,-5.00,18.85,23,122,14.55,16,110,"50' 6""",140705,232,11725.417,+21.00,25.06,224,894,"38' 4""",47966.917,1250,1 Under,54.93,245,446,82.69,554,670
Adam Scott,72,0.356,20.98,59,65.35,847,1296,-0.32,"8' 10""",2116.25,239,48,"2""","7' 9""",3302.5,426,28.76,489,17,1.608,2084,1296,29.32,557,19,29.05,552,19,28.94,2084,72,22,28.59,486,17,0.44,32,72,2.55,33,1296,190,426,44.6,0.475,28.037,59,7.14,514,72,39.66,514,1296,"8' 4""",2928.917,350,191,52.56,236,449,0.008,0.489,59,42.48,48,113,51.0,70.24,1194,17,71.59,1217,17,70.32,1336,19,70.53,1340,19,70.24,1194,17,22.84,296,1296,117,288,8,70.65,5087,72,0.739,43.589,15.554,28.037,59,70.447,5087,- 14.837,72,242,125,117,19,203,29,174,55.34,451,815,-0.3,19,53.7,154,287,+2.79,19,"31' 0""",12207.167,394,19,"32' 2""",8852.083,275,32.52,265,815,+1.43,54.52,540142,99080,66.44,1919385,288888,63.4,2459527,387968,19,46.3,133,287,+1.50,55.26,557,1008,306.0,44059,144,-0.101,-5.931,59,0.264,-0.101,0.356,0.008,59,58.82,80,136,-87,+2.00,29.41,40,136,-43,+2.00,12.69,17,134,17.65,18,102,"46' 8""",132103,236,11008.583,+52.00,27.26,202,741,"37' 0""",38912.333,1052,Under,45.9,207,451,83.12,463,557
Scott Stallings,84,0.353,23.973,68,68.2,933,1368,-0.25,"9' 5""",2166.5,230,58,"3""","7' 5""",3507.167,475,29.15,379,13,1.626,2224,1368,29.72,743,25,28.68,717,25,29.26,2224,76,22,29.62,385,13,0.63,48,76,3.51,48,1368,226,475,47.6,0.03,2.031,68,7.08,538,76,39.33,538,1368,"7' 11""",3225.417,408,24,62.76,273,435,-0.284,-19.28,68,46.3,50,108,38.0,70.54,917,13,69.92,909,13,70.68,1767,25,70.28,1757,25,70.54,917,13,19.88,272,1368,40,264,8,70.39,5350,76,0.123,8.34,6.311,2.031,68,70.952,5350,42.383,76,180,140,40,27,213,93,120,60.23,565,938,-0.16,27,61.7,221,358,+0.50,27,"25' 11""",14286.167,551,27,"28' 6""",10093.75,354,28.14,264,938,-0.53,52.87,659627,124761,67.2,2087295,310587,63.1,2746922,435348,27,38.3,137,358,+1.31,59.26,627,1058,297.4,45199,152,0.024,1.615,68,0.093,0.024,0.353,-0.284,68,50.64,79,156,-87,-6.00,19.87,31,156,-32,-6.00,19.86,28,141,13.33,14,105,"41' 5""",122267,246,10188.917,+2.00,22.03,191,867,"36' 7""",44588.5,1218,1 Under,56.15,242,431,77.83,488,627
Matthew Wolff,60,0.342,17.425,51,64.95,643,990,-0.32,"8' 9""",1659.667,189,58,"3""","7' 7""",2660.083,352,28.27,311,11,1.616,1600,990,29.07,436,15,29.56,532,18,29.09,1600,55,24,29.18,321,11,0.45,25,55,2.53,25,990,163,352,46.3,0.141,7.196,51,6.93,381,55,38.48,381,990,"8' 4""",2585.917,311,193,52.16,181,347,-0.318,-16.207,51,46.58,34,73,34.0,70.82,779,11,70.27,773,11,70.47,1057,15,71.78,1292,18,70.82,779,11,22.42,222,990,128,211,11,70.93,3901,55,-0.168,-8.563,-15.759,7.196,51,71.333,3901,22.313,55,229,101,128,20,193,4,189,51.94,362,697,-0.3,20,49.0,124,253,+0.97,20,"26' 6""",7981.333,301,20,"31' 2""",7539.083,242,34.29,239,697,+0.42,55.31,511386,92452,67.95,1643773,241925,64.45,2155159,334377,20,51.0,129,253,+2.79,51.04,391,766,315.9,34748,110,-0.333,-16.992,51,-0.309,-0.333,0.342,-0.318,51,66.9,95,142,-105,+10.00,28.87,41,142,-49,+10.00,23.64,26,110,17.53,17,97,"44' 7""",110720,207,9226.667,+18.00,22.64,139,614,"37' 0""",33711.333,911,Under,51.73,194,375,81.59,319,391
Hank Lebioda,74,0.332,17.939,54,69.14,896,1296,-0.27,"10' 10""",2222.833,205,70,"3""","8' 0""",3117.5,390,29.15,379,13,1.616,2094,1296,29.87,687,23,29.22,672,23,29.08,2094,72,24,27.38,356,13,0.61,44,72,3.47,45,1296,189,390,48.5,0.431,23.271,54,7.25,522,72,40.28,522,1296,"6' 6""",2069.917,318,7,64.5,258,400,0.064,3.451,54,53.26,49,92,31.0,68.77,894,13,70.38,915,13,70.43,1620,23,70.26,1616,23,68.77,894,13,21.6,280,1296,26,272,8,70.07,5045,72,0.693,37.448,14.179,23.271,54,70.642,5045,41.219,72,158,132,26,24,209,114,95,61.02,454,744,-0.21,24,58.5,166,284,+1.02,24,"28' 6""",12640.583,444,24,"29' 9""",8482.25,285,27.82,207,744,E,51.96,522648,100596,66.57,1631909,245131,62.32,2154557,345727,24,41.5,118,284,+0.25,61.16,614,1004,295.0,42476,144,-0.134,-7.214,54,0.263,-0.134,0.332,0.064,54,65.66,65,99,-71,-29.00,21.21,21,99,-18,-29.00,18.0,18,100,16.09,14,87,"40' 5""",90664,187,7555.333,+9.00,23.41,166,709,"34' 10""",33692.417,968,1 Under,56.67,221,390,78.5,482,614
Joaquin Niemann,105,0.326,28.982,89,68.57,1259,1836,-0.31,"9' 0""",3308.417,368,63,"2""","7' 5""",4787.917,645,29.32,733,25,1.607,2950,1836,29.04,755,26,29.08,756,26,28.92,2950,102,24,28.24,706,25,0.39,40,102,2.18,40,1836,302,645,46.8,0.312,27.795,89,7.1,724,102,39.43,724,1836,"8' 5""",4766.833,568,75,60.14,347,577,-0.07,-6.208,89,50.96,80,157,25.0,69.76,1744,25,69.72,1743,25,69.5,1807,26,69.69,1812,26,69.76,1744,25,23.47,431,1836,35,422,9,69.67,7106,102,1.124,100.059,72.265,27.795,89,70.045,7106,38.638,102,53,18,35,27,136,13,123,58.98,726,1231,-0.25,27,46.5,193,415,+1.09,27,"27' 7""",18258.333,661,27,"26' 2""",10844.5,414,29.98,369,1231,+0.16,54.45,859761,157896,68.05,2867870,421419,64.35,3727631,579315,27,53.5,222,415,+0.95,59.2,843,1424,310.6,63359,204,0.556,49.477,89,0.812,0.556,0.326,-0.07,89,60.32,149,247,-156,-8.00,20.65,51,247,-55,-8.00,12.88,21,163,16.46,27,164,"45' 4""",177964,327,14830.333,+18.00,27.03,306,1132,"37' 8""",59940.833,1591,2 Under,52.67,306,581,81.02,683,843
Dustin Johnson,75,0.315,19.542,62,66.67,864,1296,-0.34,"9' 8""",2404.333,248,61,"1""","7' 6""",3574.833,475,28.31,453,16,1.583,2052,1296,28.25,565,20,28.85,577,20,28.5,2052,72,23,28.56,457,16,0.49,35,72,2.7,35,1296,244,475,51.4,0.429,26.589,62,7.54,543,72,41.9,543,1296,"7' 8""",3090.917,403,81,59.95,259,432,0.147,9.124,62,55.56,50,90,26.0,69.56,1113,16,69.19,1107,16,69.15,1383,20,70.4,1408,20,69.56,1113,16,24.46,317,1296,79,306,11,69.6,5011,72,1.253,77.661,51.07,26.589,62,69.619,5011,1.597,72,99,20,79,21,143,7,136,57.03,487,854,-0.28,21,44.6,123,276,+0.57,21,"29' 3""",12355.417,423,21,"29' 9""",7998.25,269,29.63,253,854,+0.20,54.8,603666,110168,68.14,2021233,296610,64.53,2624899,406778,21,55.4,153,276,+1.70,57.87,581,1004,312.9,45063,144,0.361,22.379,62,0.824,0.361,0.315,0.147,62,55.68,98,176,-107,-2.00,23.3,41,176,-44,-2.00,18.45,19,103,13.39,15,112,"42' 3""",108979,215,9081.583,+17.00,26.91,204,758,"37' 8""",41575.417,1103,1 Under,52.48,222,423,81.24,472,581
Chris Kirk,90,0.314,23.538,75,68.35,1058,1548,-0.28,"9' 5""",2469.667,262,53,"1""","6' 9""",3703.833,546,27.72,499,18,1.597,2472,1548,29.52,738,25,29.04,726,25,28.74,2472,86,22,28.28,509,18,0.35,30,86,1.94,30,1548,280,546,51.3,0.046,3.482,75,7.12,612,86,39.53,612,1548,"6' 7""",3038.583,463,11,63.88,313,490,0.269,20.188,75,56.2,77,137,34.0,70.22,1264,18,69.39,1249,18,70.44,1761,25,69.72,1743,25,70.22,1264,18,21.12,327,1548,38,320,7,69.97,6017,86,0.748,56.135,52.657,3.482,75,70.444,6017,41.176,86,175,137,38,26,211,144,67,63.33,658,1039,-0.22,26,48.2,179,371,+0.50,26,"24' 0""",15481.917,646,26,"24' 0""",8701.667,363,26.37,274,1039,+0.15,51.7,704913,136335,66.04,2268206,343441,61.97,2973119,479776,26,51.8,192,371,+1.77,63.44,760,1198,291.9,50209,172,0.119,8.913,75,0.702,0.119,0.314,0.269,75,50.34,75,149,-78,-3.00,17.45,26,149,-27,-3.00,12.73,14,110,14.39,20,139,"42' 11""",128245,249,10687.083,+9.00,23.04,229,994,"34' 6""",46147.167,1336,1 Under,54.57,239,438,76.58,582,760
